,Title,Author,Description,Num_ratings,Avg_rating,Genres_list,Main_genre,Secondary_genre,Num_pages,ISBN,Link
158,Your Call Is Important to Us,Laura Penny,"“There is so much bullshit that one hardly knows where to begin...”Taking no prisoners, author Laura Penny dissects—no, disembowels—the culture of globalized, supersized, consumerized bullshit, from Bush’s White House, with its “wallpaper of phony populist sloganeering,” to Big Pharma, with its “gateway prescription drugs.” With vinegar and wit, she shows us how this smorgasbord of phoniness alienates us from one another, breeds apathy, and makes us just plain stupid.Decoding the Bullshit: A Few Choice Phrases•astroturfing: the fabrication of phony grassroots concern by PR firms•Capra-corny: see Tom DeLay’s Mr. Smith Goes to Washington spin on his conversion to politics from his previous calling (bug murderer)•increased productivity: business-speak for getting rid of the people who produce things•kakistocracy: government by the worst citizens; see also plutocracy, Republican Revolution•the Lady Hal: the recorded female voice that says things like “Your call is important to us”•think-of-the-childrenism: the ultimate equal-opportunity piety; see No Child Left Behind Act•The War on Some Drugs: the prohibition of venerable old substances for the benefit of the manufacturers of newfangled patented ones",325,3.42,"{'non-fiction': 23, 'politics': 9, 'sociology': 9, 'business': 7, 'humor': 6, 'philosophy': 4}",non-fiction,politics,272,9781400081042,https://www.goodreads.com//book/show/390.Your_Call_Is_Important_to_Us
159,The Thirty Years War,C.V. Wedgwood,"Europe in 1618 was divided between Protestants and Catholics, and Bourbon and Hapsburg, as well as empires, kingdoms, and countless independent states. After angry Protestants tossed three representatives of the Holy Roman Empire out the window of the royal castle in Prague, world war spread from Bohemia with similar abandon and relentless persistence, destroying European powers from Spain to Sweden as they marched on the contested soil of Germany. Fanatics, speculators, and ordinary people found themselves trapped in a nightmarish world of famine, disease, and seemingly unstoppable destruction. The Thirty Years War was a turning point in the making of modern Europe and the modern world: out of it came the system of nation-states that remains fundamental to international law. C.V. Wedgwood's magisterial book is the only comprehensive account of the war in English, as well as a triumph of scholarship and literature. Includes maps and charts.",1677,4.16,"{'history': 371, 'non-fiction': 84, 'european-history': 51, 'war': 36, 'military-history': 24}",history,non-fiction,520,9781590171462,https://www.goodreads.com//book/show/287542.The_Thirty_Years_War
160,London Under,Peter Ackroyd,"London Under is a wonderful, atmospheric, historical, imaginative, oozing little study of everything that goes on under London, from original springs and streams and Roman amphitheatres to Victorian sewers and gang hide-outs. The depth below is hot, much warmer than the surface and this book tunnels down through the geological layers, meeting the creatures that dwell in darkness, real and fictional -- rats and eels, monsters and ghosts. There is a bronze-age trackway under the Isle of Dogs, Wren found Anglo-Saxon graves under St Paul's, and the monastery of Whitefriars lies beneath Fleet Street. In Kensal Green cemetery there was a hydraulic device to lower bodies into the catacombs below -- ""Welcome to the lower depths"". A door in the plinth of statue of Boadicea on Westminster Bridge leads to a huge tunnel, packed with cables -- gas, water, telephone. When the Metropolitan Line was opened in 1864 the guards asked for permission to grow beards to protect themselves against the sulphurous fumes, and called their engines by the names of tyrants -- Czar, Kaiser, Mogul -- and even Pluto, god of the underworld.Going under London is to penetrate history, to enter a hidden world. ""The vastness of the space, a second earth,"" writes Peter Ackroyd, ""elicits sensations of wonder and of terror. It partakes of myth and dream in equal measure.""",2615,3.45,"{'history': 350, 'non-fiction': 288, 'travel': 58, 'british-literature': 34}",history,non-fiction,228,9780385531504,https://www.goodreads.com//book/show/10783451-london-under
161,All in My Head,Paula Kamen,"At the age of twenty-four, Paula Kamen's life changed in an instant. While she was putting in her contacts, the left lens disturbed a constellation of nerves behind her eye. The pain was more piercing than that of any other headache she had ever experienced. More than a decade later, she still has a headache-the exact same headache. From surgery to a battery of Botox injections to a dousing of Lithuanian holy water, from a mountain of pharmaceutical products to aromatherapy and even a vibrating hat, All in My Head chronicles the sometimes frightening, usually absurd, and always ineffective remedies Kamen-like so many others-tried in order to relieve the pain. Beleaguered and frustrated by doctors who, frustrated themselves, periodically declared her pain psychosomatic, she came to understand the plight of the millions who suffer chronic pain in its many forms. Full of self-deprecating humor and razorsharp reporting, All in My Head is the remarkable story of patience, acceptance, and perseverance in the face of terrifying pain.",255,3.88,"{'memoir': 19, 'non-fiction': 17, 'health': 16, 'medicine': 6}",memoir,non-fiction,368,9780738210391,https://www.goodreads.com//book/show/504028.All_in_My_Head
162,"The Coming of the Third Reich (The History of the Third Reich, #1)",Richard J. Evans,"From one of the world's most distinguished historians, a magisterial new reckoning with Hitler's rise to power and the collapse of civilization in Nazi Germany.In 1900 Germany was the most progressive and dynamic nation in Europe, the only country whose rapid technological and social growth and change challenged that of the United States. Its political culture was less authoritarian than Russia's and less anti-Semitic than France's; representative institutions were thriving, and competing political parties and elections were a central part of life. How then can we explain the fact that in little more than a generation this stable modern country would be in the hands of a violent, racist, extremist political movement that would lead it and all of Europe into utter moral, physical, and cultural ruin?There is no story in twentieth-century history more important to understand, and Richard Evans has written the definitive account for our time. A masterful synthesis of a vast body of scholarly work integrated with important new research and interpretations, Evans's history restores drama and contingency to the rise to power of Hitler and the Nazis, even as he shows how ready Germany was by the early 1930s for such a takeover to occur. With many people angry and embittered by military defeat and economic ruin; a state undermined by a civil service, an army, and a law enforcement system deeply alienated from the democratic order introduced in 1918; beset by the growing extremism of voters prey to panic about the increasing popularity of communism; home to a tiny but quite successful Jewish community subject to widespread suspicion and resentment, Germany proved to be fertile ground for Nazism's ideology of hatred.The first book of what will ultimately be a complete three-volume history of Nazi Germany, The Coming of the Third Reich is a masterwork of the historian's art and the book by which all others on this subject will be judged.",7262,4.26,"{'history': 907, 'non-fiction': 255, 'world-war-ii': 103, 'germany': 88, 'war': 76}",history,non-fiction,622,9780143034698,https://www.goodreads.com//book/show/319473.The_Coming_of_the_Third_Reich
163,Lucky,Alice Sebold,"In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lover to friend, I have changed in their eyes""); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction. In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: ""You save yourself or you remain unsaved.""",90037,3.78,"{'non-fiction': 1023, 'memoir': 932, 'biography': 233}",non-fiction,memoir,243,9780330418362,https://www.goodreads.com//book/show/82970.Lucky
164,Bounce Back!,Karen Salmansohn,"“The very act of reading it makes you feel happier.” - A.J. Jacobs

 A bad breakup. A serious illness. The loss of a job. Life has a habit of throwing people curveballs. To which Karen Salmansohn says: “When life throws you curveballs, hit them out of the park.”Bounce Back! mixes from-the-gut wisdom with humor, feistiness, and sophistication, in a hip, inspiring resource that will brighten the darkest mood. The book is grounded in happiness research, psychological studies, Greek philosophy. And it delivers: Here are 70 easily digestible, potentially life-changing tips on how to bounce back from adversity, each on a spread that's as punchy in look as it is powerful in message.Shrink negativity into nuggetivity. Think of yourself as the type of person the world says yes to. With its attitude, techniques, and advice on everything from exercise to staying connected, plus charming illustration and photography and a bold design, Bounce Back! is a full-on guide to moving forward with great positive energy. ""Salmansohn's writing is bold, playful, insightful—with powerful metaphors that provoke and inspire. Her kinetic images amplify her message and take the book to a new level of literary experience."" - Deepak Chopra, author of Seven Laws of Spiritual Success",453,4.11,"{'self-help': 31, 'non-fiction': 19, 'spirituality': 4, 'personal-development': 3}",self-help,non-fiction,192,9780761146278,https://www.goodreads.com//book/show/2856001-bounce-back
165,River Town,Peter Hessler,"In the heart of China's Sichuan province lies the small city of Fuling. Surrounded by the terraced hills of the Yangtze River valley, Fuling has long been a place of continuity, far from the bustling political centers of Beijing and Shanghai. But now Fuling is heading down a new path, and gradually, along with scores of other towns in this vast and ever-evolving country, it is becoming a place of change and vitality, tension and reform, disruption and growth. As the people of Fuling hold on to the China they know, they are also opening up and struggling to adapt to a world in which their fate is uncertain.Fuling's position at the crossroads came into remarkably sharp focus when Peter Hessler arrived as a Peace Corps volunteer in 1996, marking the first time in more than half a century that the city had an American resident. He found himself teaching English and American literature at the local college, discovering how Shakespeare and other classics look when seen through the eyes of students who have been raised in the Sichuan countryside and educated in Communist Party doctrine. His students, though, are the ones who taught him about the ways of Fuling  and about the complex process of understanding that takes place when one is immersed in a radically different society.As he learns the language and comes to know the people, Hessler begins to see that it is indeed a unique moment for Fuling. In its past is Communist China's troubled history  the struggles of land reform, the decades of misguided economic policies, and the unthinkable damage of the Cultural Revolution  and in the future is the Three Gorges Dam, which upon completion will partly flood thecity and force the resettlement of more than a million people. Making his way in the city and traveling by boat and train throughout Sichuan province and beyond, Hessler offers vivid descriptions of the people he meets, from priests to prostitutes and peasants to professors, and gives voice to their views. This is both an intimate personal story of his life in Fuling and a colorful, beautifully written account of the surrounding landscape and its history. Imaginative, poignant, funny, and utterly compelling, River Town is an unforgettable portrait of a city that, much like China itself, is seeking to understand both what it was and what it someday will be.",11038,4.22,"{'china': 521, 'travel': 295, 'memoir': 155, 'non-fiction': 154, 'asia': 80, 'biography': 52}",china,travel,432,9780060855024,https://www.goodreads.com//book/show/94053.River_Town
166,The Miracle of Forgiveness,Spencer W. Kimball,"During his earthly ministry, Jesus performed many miracles, including healing numerous diseased and disabled bodies. But perhaps his greatest miracle was the healing of people's souls, - the forgiveness of sin. Jesus offers us that same miracle on the same terms- sincere repentance. In The Miracle of Forgiveness, President Spencer W Kimball gives a penetrating explanation of repentance and forgiveness and clarifies their implications for Church members. His in-depth approach shows that the need for forgiveness is universal; portrays the various facets of repentance, and emphasizes some of the more serious errors, particularly sexual ones, which afflict both modern society and Church members. Most important, he illuminates his message with the brightness of hope that even those who have gone grievously astray may find the way back to peace and security. Never before has any book brought this vital and moving subject into so sharp a focus. This classic book is a major work of substance and power. After, all who does not need the miracle of forgiveness.",15021,4.36,"{'religion': 305, 'lds': 205, 'non-fiction': 129, 'church': 108, 'spirituality': 50, 'self-help': 38}",religion,lds,376,9780884944447,https://www.goodreads.com//book/show/1055617.The_Miracle_of_Forgiveness
167,Freethinkers,Susan Jacoby," ""Jacoby accomplishes her task with clarity, thoroughness, and an engaging passion."" -Los Angeles Times Book ReviewAt a time when the separation of church and state is under attack as never before, Freethinkers offers a powerful defense of the secularist heritage that gave Americans the first government in the world founded not on the authority of religion but on the bedrock of human reason. In impassioned, elegant prose, celebrated author Susan Jacoby traces more than two hundred years of secularist activism, beginning with the fierce debate over the omission of God from the Constitution. Moving from nineteenth-century abolitionism and suffragism through the twentieth century's civil liberties, civil rights, and feminist movements, Freethinkers illuminates the neglected achievements of secularists who, allied with tolerant believers, have led the battle for reform in the past and today.Rich with such iconic figures as Thomas Jefferson, Abraham Lincoln, Thomas Paine, and the once-famous Robert Green Ingersoll, Freethinkers restores to history the passionate humanists who struggled against those who would undermine the combination of secular government and religious liberty that is the glory of the American system.",4404,4.05,"{'history': 324, 'non-fiction': 187, 'religion': 166, 'philosophy': 78, 'atheism': 71, 'politics': 69, 'american-history': 38}",history,non-fiction,370,9780805077766,https://www.goodreads.com//book/show/463263.Freethinkers
168,The Children's Blizzard,David Laskin,"A masterful portrait of a tragic crucible in the settlement of the American heartland - the 'Children's Blizzard' of 1888.The gripping story of an epic prairie snowstorm that killed hundreds of newly arrived settlers and cast a shadow on the promise of the American frontier. January 12, 1888, began as an unseasonably warm morning across Nebraska, the Dakotas, and Minnesota, the weather so mild that children walked to school without coats and gloves. But that afternoon, without warning, the atmosphere suddenly, violently changed. One moment the air was calm; the next the sky exploded in a raging chaos of horizontal snow and hurricane-force winds. Temperatures plunged as an unprecedented cold front ripped through the center of the continent. By Friday morning, January 13, some five hundred people lay dead on the drifted prairie, many of them children who had perished on their way home from country schools. In a few terrifying hours, the hopes of the pioneers had been blasted by the bitter realities of their harsh environment. Recent immigrants from Germany, Norway, Denmark, and the Ukraine learned that their free homestead was not a paradise but a hard, unforgiving place governed by natural forces they neither understood nor controlled. With the storm as its dramatic, heartbreaking focal point, The Children's Blizzard captures this pivotal moment in American history by tracing the stories of five families who were forever changed that day. Drawing on family interviews and memoirs, as well as hundreds of contemporary accounts, David Laskin creates an intimate picture of the men, women, and children who made choices they would regret as long as they lived. Here too is a meticulous account of the evolution of the storm and the vain struggle of government forecasters to track its progress. The blizzard of January 12, 1888, is still remembered on the prairie. Children fled that day while their teachers screamed into the relentless roar. Husbands staggered into the blinding wind in search of wives. Fathers collapsed while trying to drag their children to safety. In telling the story of this meteorological catastrophe, the deadliest blizzard ever to hit the prairie states, David Laskin has produced a masterful portrait of a tragic crucible in the settlement of the American heartland.",9619,3.91,"{'history': 499, 'non-fiction': 435, 'american-history': 55, 'historical': 45}",history,non-fiction,307,9780060520762,https://www.goodreads.com//book/show/240373.The_Children_s_Blizzard
169,Six Days of War,Michael B. Oren,"Though it lasted for only six tense days in June, the 1967 Arab-Israeli war never really ended. Every crisis that has ripped through this region in the ensuing decades, from the Yom Kippur War of 1973 to the ongoing intifada, is a direct consequence of those six days of fighting. Michael B. Oren’s magnificent Six Days of War, an internationally acclaimed bestseller, is the first comprehensive account of this epoch-making event. Writing with a novelist’s command of narrative and a historian’s grasp of fact and motive, Oren reconstructs both the lightning-fast action on the battlefields and the political shocks that electrified the world. Extraordinary personalities—Moshe Dayan and Gamal Abdul Nasser, Lyndon Johnson and Alexei Kosygin—rose and toppled from power as a result of this war; borders were redrawn; daring strategies brilliantly succeeded or disastrously failed in a matter of hours. And the balance of power changed—in the Middle East and in the world. A towering work of history and an enthralling human narrative, Six Days of War is the most important book on the Middle East conflict to appear in a generation.",4253,4.15,"{'history': 423, 'non-fiction': 164, 'israel': 101, 'war': 65, 'military-history': 62, 'politics': 48}",history,non-fiction,460,9780345461926,https://www.goodreads.com//book/show/225897.Six_Days_of_War
170,Around the World in 80 Days,Michael Palin,British actor and comedian Michael Palin -- best known to American audiences for his work in Monty Python and the film A Fish Called Wanda -- follows in the footsteps of Jules Verne's fictional adventurer Phileas Fogg and circles the globe in 80 days.,6099,4.00,"{'travel': 254, 'non-fiction': 140, 'audiobook': 22, 'adventure': 17, 'humor': 17}",travel,non-fiction,262,9780912333397,https://www.goodreads.com//book/show/221304.Around_the_World_in_80_Days
171,Little Girls in Pretty Boxes,Joan    Ryan,"From starvation diets and debilitating injuries to the brutal tactics of tyrannical gymnastics guru Bela Karolyi, Little Girls in Pretty Boxes portrays the horrors endured by girls at the hands of their coaches and sometimes their own families. An acclaimed expose that has already helped reform Olympic sports—now updated to reflect the latest developments in women's gymnastics and figure skating—it continues to plead for sanity, safety, and an end to our national obsession: winning at any cost.",1929,3.92,"{'non-fiction': 135, 'sports': 80, 'feminism': 9, 'figure-skating': 8}",non-fiction,sports,269,9780446676823,https://www.goodreads.com//book/show/76355.Little_Girls_in_Pretty_Boxes
172,This Kind of War,T.R. Fehrenbach,"Updated with maps, photographs, and battlefield diagrams, this special fiftieth anniversary edition of the classic history of the Korean War is a dramatic and hard-hitting account of the conflict written from the perspective of those who fought it. Partly drawn from official records, operations journals, and histories, it is based largely on the compelling personal narratives of the small-unit commanders and their troops. Unlike any other work on the Korean War, it provides both a clear panoramic overview and a sharply drawn ""you were there"" account of American troops in fierce combat against the North Korean and Chinese communist invaders. As Americans and North Koreans continue to face each other across the 38th Parallel, This Kind of War commemorates the past and offers vital lessons for the future.",3428,3.84,"{'history': 169, 'military-fiction': 66, 'non-fiction': 66, 'military-history': 43, 'war': 42}",history,military-fiction,540,9781574883343,https://www.goodreads.com//book/show/118690.This_Kind_of_War
173,Blood of the Isles,Bryan Sykes,"Bryan Sykes, the world's first genetic archaeologist, takes us on a journey around the family tree of Britain and Ireland, to reveal how our tribal history still colours the country today.In 54BC Julius Caesar launched the first Roman invasion of Britain. His was the first detailed account of the Celtic tribes that inhabited the Isles. But where had they come from and how long had they been there? When the Roman eventually left five hundred years later, they were succeeded by invasions of Anglo-Saxons, Vikings and Normans. Did these successive invasions obliterate the genetic legacy of the Celts, or have very little effect?After two decades tracing the genetic origins of peoples from all over the world, Bryan Sykes has now turned the spotlight on his own back yard. In a major research programme, the first of its kind, he and his team at Oxford University set out to test the DNA of over 10,000 volunteers from across Britain and Ireland with the specific aim of answering this very question: what is our modern genetic make-up and what does it tell us of our tribal past? Where are today's Celtic genes? Did Vikings only rape and pillage, or settle with their families? And what of the genetic legacy of the Saxons and the Normans? Are the modern people of the Isles a delicious genetic cocktail? Or did the invaders keep mostly to themselves forming separate genetic layers within the Isles? And where do you fit in?As his findings came in, Bryan Sykes discovered that the genetic evidence revealed often very different stories to the conventional accounts coming from history and archaeology. Blood of the Isles reveals the nature of our genetic make-up as never before and what this says about our attitudes to ourselves, each other, and to our past. It is a gripping story that will fascinate and surprise with its conclusions.",1696,3.85,"{'history': 159, 'non-fiction': 114, 'science': 96, 'genetics': 24, 'anthropology': 20, 'ireland': 13}",history,non-fiction,306,9780593056523,https://www.goodreads.com//book/show/582364.Blood_of_the_Isles
174,Homebirth,Sheila Kitzinger,"More and more women are keen to explore their options for childbirth, and to choose the kind of birth that they feel is best for them and their babies. For many women, giving birth at home in their own surroundings has significant advantages. In this book, Sheila Kitzinger gives the reader all the information she needs to plan a birth in a setting that she can control herself, whether at home, in a birth centre or in a birthing room. She cites first-hand accounts of birth in and out of hospital.",250,4.15,"{'parenting': 9, 'non-fiction': 9, 'health': 2}",parenting,parenting,208,9781879431010,https://www.goodreads.com//book/show/888108.Homebirth
175,"The Civil War, Vol. 2",Shelby Foote,"A narrative history of the American Civil War, which covers not only the battles and the troop movements but also the social background that brought on the war and led, in the end, to the South's defeat.",6031,4.52,"{'history': 405, 'civil-war': 194, 'non-fiction': 111, 'american-history': 55, 'war': 45, 'american-civil-war': 43}",history,civil-war,976,9780394746210,https://www.goodreads.com//book/show/373593.The_Civil_War_Vol_2
176,Wiseguy,Nicholas Pileggi,"""Wiseguy"" is Nicholas Pileggi's remarkable bestseller, the most intimate account ever printed of life inside the deadly high-stakes world of what some people call the Mafia. ""Wiseguy"" is Henry Hill's story, in fascinating, brutal detail, the never-before-revealed day-to-day life of a working mobster - his violence, his wild spending sprees, his wife, his mistresses, his code of honor.",13060,4.18,"{'non-fiction': 310, 'true-crime': 223, 'crime': 199, 'biography': 151}",non-fiction,true-crime,320,9780671723224,https://www.goodreads.com//book/show/158141.Wiseguy
177,The Woman with a Worm in Her Head,Pamela Nagami,"A normal, healthy woman becomes host to a pork tapeworm that is burrowing into her brain and disabling her motor abilities.A handsome man contracts Chicken Pox and ends up looking like the victim of a third degree burn.A vigorous young athlete is bitten by an insect and becomes a target for flesh-eating strep.Even the most innocuous everyday activities such as eating a salad for lunch, getting bitten by an insect, and swimming in the sea bring human beings into contact with dangerous, often deadly microorganisms. In The Woman with a Worm in Her Head, Dr. Pamela Nagami reveals-through real-life cases-the sobering facts about some of the world's most horrific diseases: the warning signs, the consequences, treatments, and most compellingly, what it feels like to make medical and ethical decisions that can mean the difference between life and death.Unfailingly precise, calmly instructive, and absolutely engrossing, The Woman with the Worm in Her Head offers both useful information and enjoyable reading.",2724,4.04,"{'non-fiction': 163, 'science': 153, 'medical': 65, 'medicine': 62, 'biology': 18, 'health': 17}",non-fiction,science,304,9780312306014,https://www.goodreads.com//book/show/287651.The_Woman_with_a_Worm_in_Her_Head
178,She Said,Jodi Kantor,"From the Pulitzer-prize winning reporters who broke the news of Harvey Weinstein's sexual harassment and abuse for the New York Times, Jodi Kantor and Megan Twohey, the thrilling untold story of their investigation and its consequences for the #MeToo movement.On October 5, 2017, the New York Times published an article by Jodi Kantor and Megan Twohey--and then the world changed. For months Kantor and Twohey had been having confidential discussions with top actresses, former Weinstein employees and other sources, learning of disturbing long-buried allegations, some of which had been covered up by onerous legal settlements. The journalists meticulously picked their way through a web of decades-old secret payouts and nondisclosure agreements, pressed some of the most famous women in the world--and some unknown ones--to risk going on the record, and faced down Weinstein, his team of high-priced defenders, and even his private investigators. But nothing could have prepared them for what followed the publication of their Weinstein story. Within days, a veritable Pandora's Box of sexual harassment and abuse was opened, and women who had suffered in silence for generations began coming forward, trusting that the world would understand their stories. Over the next twelve months, hundreds of men from every walk of life and industry would be outed for mistreating their colleagues. But did too much change--or not enough? Those questions plunged the two journalists into a new phase of reporting and some of their most startling findings yet. With superlative detail, insight, and journalistic expertise, Kantor and Twohey take us for the first time into the very heart of this social shift, reliving in real-time what it took to get the story and giving an up-close portrait of the forces that hindered and spurred change. They describe the surprising journeys of those who spoke up--for the sake of other women, for future generations, and for themselves--and so changed us all.",20075,4.39,"{'non-fiction': 1062, 'feminism': 371, 'audiobook': 138, 'politics': 132, 'true-crime': 120}",non-fiction,feminism,310,9780525560340,https://www.goodreads.com//book/show/44767249-she-said
179,"Twinkie, Deconstructed",Steve Ettlinger,"A pop-science journey into the surprising ingredients found in dozens of common packaged foods, using the Twinkie label as a guide  Like most Americans, Steve Ettlinger eats processed foods. And, like most consumers, he often reads the ingredients label -- without a clue as to what most of it means. So when his young daughter asked, ""Daddy, what's polysorbate 60?"" he was at a loss -- and determined to find out.  From the phosphate mines in Idaho to the corn fields in Iowa, from gypsum mines in Oklahoma to the vanilla harvest in Madagascar, Twinkie, Deconstructed is a fascinating, thoroughly researched romp of a narrative that demystifies some of the most common processed food ingredients -- where they come from, how they are made, how they are used -- and why. Beginning at the source (hint: they're often more closely linked to rock and petroleum than any of the four food groups), we follow each Twinkie ingredient through the process of being crushed, baked, fermented, refined, and/or reacted into a totally unrecognizable goo or powder with a strange name -- all for the sake of creating a simple snack cake.  An insightful exploration into the food industry, if you've ever wondered what you're eating when you consume foods containing mono- and diglycerides or calcium sulfate (the latter, a food-grade equivalent) this book is for you.",2160,3.35,"{'food': 156, 'non-fiction': 146, 'science': 66, 'health': 29, 'nutrition': 17, 'history': 13}",food,non-fiction,282,9781594630187,https://www.goodreads.com//book/show/434052.Twinkie_Deconstructed
180,The Fires of Vesuvius,Mary Beard,"Pompeii is the most famous archaeological site in the world, visited by more than two million people each year. Yet it is also one of the most puzzling, with an intriguing and sometimes violent history, from the sixth century BCE to the present day. Destroyed by Vesuvius in 79 CE, the ruins of Pompeii offer the best evidence we have of life in the Roman Empire. But the eruptions are only part of the story. In The Fires of Vesuvius, acclaimed historian Mary Beard makes sense of the remains. She explores what kind of town it was--more like Calcutta or the Costa del Sol?--and what it can tell us about ordinary life there. From sex to politics, food to religion, slavery to literacy, Beard offers us the big picture even as she takes us close enough to the past to smell the bad breath and see the intestinal tapeworms of the inhabitants of the lost city. She resurrects the Temple of Isis as a testament to ancient multiculturalism. At the Suburban Baths we go from communal bathing to hygiene to erotica. Recently, Pompeii has been a focus of pleasure and loss: from Pink Floyd's memorable rock concert to Primo Levi's elegy on the victims. But Pompeii still does not give up its secrets quite as easily as it may seem. This book shows us how much more and less there is to Pompeii than a city frozen in time as it went about its business on 24 August 79.",2668,4.09,"{'history': 456, 'non-fiction': 276, 'ancient-history': 56, 'italy': 42}",history,non-fiction,360,9780674029767,https://www.goodreads.com//book/show/4678790-the-fires-of-vesuvius
181,The Panda's Thumb,Stephen Jay Gould,"""There is grandeur in this view of life,"" wrote Charles Darwin in the last line of The Origin of Species, ""with its several powers, having been originally breathed into a few forms or into one.""In The Panda's Thumb Stephen Jay Gould delights and instructs while deepening and extending his examination of evolution, a centerpiece of modern science. Were dinosaurs really dumber than lizards? Why are roughly the same number of men and women born? What do the panda's magical ""thumb"" and the sea turtle's perilous migration tell us about imperfections that prove the evolutionary rule?""These questions of life lie on a continuum that touches us all. Seldom have their mysteries been explained with such wit, beauty and elegance."" (Publisher's Source)",6232,4.11,"{'science': 416, 'non-fiction': 182, 'biology': 99, 'evolution': 82, 'essays': 49, 'natural-history': 45, 'history': 34}",science,non-fiction,343,9780393300239,https://www.goodreads.com//book/show/57357.The_Panda_s_Thumb
182,Five Past Midnight in Bhopal,Dominique Lapierre,"It was December 3, 1984. In the ancient city of Bhopal, a cloud of toxic gas escaped from an American pesticide plant, killing and injuring thousands of people.",1517,4.17,"{'non-fiction': 68, 'history': 55, 'india': 43, 'asia': 8}",non-fiction,history,432,9780446690782,https://www.goodreads.com//book/show/183715.Five_Past_Midnight_in_Bhopal
183,Awaken the Giant Within,Anthony Robbins,"Wake up and take control of your life! From the bestselling author of Inner Strength, Unlimited Power, and MONEY Master the Game, Anthony Robbins, the nation's leader in the science of peak performance, shows you his most effective strategies and techniques for mastering your emotions, your body, your relationships, your finances, and your life.The acknowledged expert in the psychology of change, Anthony Robbins provides a step-by-step program teaching the fundamental lessons of self-mastery that will enable you to discover your true purpose, take control of your life, and harness the forces that shape your destiny.",54565,4.15,"{'self-help': 794, 'non-fiction': 341, 'personal-development': 323, 'psychology': 214, 'business': 197, 'audiobook': 48, 'productivity': 43, 'leadership': 42, 'philosophy': 38, 'inspirational': 37}",self-help,non-fiction,544,9780671791544,https://www.goodreads.com//book/show/180116.Awaken_the_Giant_Within
184,In Harm's Way,Doug Stanton,"A harrowing, adrenaline-charged account of America's worst naval disaster — and of the heroism of the men who, against all odds, survived. Interweaving the stories of survivors, Doug Stanton has brought this astonishing human drama to life in a narrative that is at once immediate and timeless. The definitive account of a little-known chapter in World War II history, In Harm's Way is destined to become a classic tale of war, survival, and extraordinary courage.On July 30, 1945, the USS Indianapolis was torpedoed in the South Pacific by a Japanese submarine. An estimated 300 men were killed upon impact; close to 900 sailors were cast into the Pacific Ocean, where they remained undetected by the navy for nearly four days and nights. Battered by a savage sea, they struggled to stay alive, fighting off sharks, hypothermia, and dementia. The captain's subsequent court-martial left many questions unanswered: How did the navy fail to realize the Indianapolis was missing? And perhaps most amazing of all, how did these 317 men manage to survive?",18735,4.30,"{'history': 516, 'non-fiction': 403, 'military-fiction': 112, 'war': 104, 'world-war-ii': 102}",history,non-fiction,339,9780805073669,https://www.goodreads.com//book/show/42435.In_Harm_s_Way
185,The Zimmermann Telegram,Barbara W. Tuchman,"
The Proud Tower, the Pulitzer Prize–winning The Guns of August, and The Zimmermann Telegram comprise Barbara W. Tuchman’s classic histories of the First World War era

   In January 1917, the war in Europe was, at best, a tragic standoff. Britain knew that all was lost unless the United States joined the war, but President Wilson was unshakable in his neutrality. At just this moment, a crack team of British decoders in a quiet office known as Room 40 intercepted a document that would change history. The Zimmermann telegram was a top-secret message to the president of Mexico, inviting him to join Germany and Japan in an invasion of the United States. How Britain managed to inform the American government without revealing that the German codes had been broken makes for an incredible story of espionage and intrigue as only Barbara W. Tuchman could tell it.  Praise for The Zimmermann Telegram   “A true, lucid thriller . . . a tremendous tale of hushed and unhushed uproars in the linked fields of war and diplomacy . . . Tuchman makes the most of it with a creative writer’s sense of drama and a scholar’s obeisance to the evidence.”—The New York Times  “The tale has most of the ingredients of an Eric Ambler spy thriller.”—Saturday Review",3583,4.02,"{'history': 435, 'non-fiction': 152, 'world-war-i': 55, 'war': 48}",history,non-fiction,244,null,https://www.goodreads.com//book/show/613792.The_Zimmermann_Telegram
186,The Bounty,Caroline Alexander,"The bestselling author of The Endurance reveals the startling truth behind the legend of the Mutiny on the Bounty -- the most famous sea story of all time. More than two centuries have passed since Fletcher Christian mutinied against Lt. Bligh on a small armed transport vessel called Bounty. Why the details of this obscure adventure at the end of the world remain vivid and enthralling is as intriguing as the truth behind the legend. Caroline Alexander focusses on the court martial of the ten mutineers captured in Tahiti and brought to justice in Portsmouth. Each figure emerges as a richly drawn character caught up in a drama that may well end on the gallows. With enormous scholarship and exquisitely drawn characters, The Bounty is a tour de force.",4399,3.96,"{'history': 317, 'non-fiction': 169, 'adventure': 26, 'maritime': 21}",history,non-fiction,552,9780006532460,https://www.goodreads.com//book/show/335795.The_Bounty
